2020;S;00001;2020-01-03 00:00:00.000;0619;0070;0201;CONTRATACION DEL SERVICIO DE APOYO EN TALLERES DE CAPACITACION;S/.
2020;S;00002;2020-01-07 00:00:00.000;0303;0092;1163;SERVICIO DE ALQUILER DE SALÓN Y ALIMENTACIÓN PARA REALIZAR REUNIÓN DE TRABAJO BALANCE 2019 Y PRIORIDADES DEL ITP RED CITE PARA EL 2020;S/.
2020;S;00003;2020-01-07 00:00:00.000;3044;0095;1142;CONTRATACIÓN DEL SERVICIO DE ATENCIÓN DE  REQUERIMIENTOS EN EL MARCO DE LOS PROYECTOS DE INVERSIÓN PÚBLICA  A TRAVÉS DE LA NORMATIVA DE CONTRATACIONES DEL ESTADO.;S/.
2020;S;00004;2020-01-07 00:00:00.000;0301;0094;1106;CONTRATACION DE SERVICIO DE SEGUIMIENTO Y MONITOREO DE ACTIVIDADES DE GESTION Y/O ADMINISTRATIVAS PARA LA SECRETARIA GENERAL;S/.
2020;S;00005;2020-01-07 00:00:00.000;3044;0095;1142;"SERVICIO NOTARIAL ";S/.
2020;S;00006;2020-01-07 00:00:00.000;0307;0114;1129;SERVICIO DE UN COMUNICADOR ESPECIALISTA EN REDES SOCIALES PARA LA UNIDAD FUNCIONAL DE COMUNICACIONES E IMAGEN INSTITUCIONAL DE LA SECRETARÍA GENERAL DEL ITP;S/.
2020;S;00007;2020-01-07 00:00:00.000;0307;0114;1130;SERVICIO DE REDACCIÓN DE NOTAS DE PRENSA Y MATERIAL COMUNICACIONAL PARA LA UNIDAD FUNCIONAL DE COMUNICACIONES E IMAGEN INSTITUCIONAL DE LA SECRETARÍA GENERAL DEL ITP;S/.
2020;S;00008;2020-01-07 00:00:00.000;0307;0114;1127;"SERVICIO DE ASISTENTE EN COMUNICACIÓN  E IMAGEN INSTITUCIONAL PARA LA UNIDAD FUNCIONAL DE COMUNICACIONES E IMAGEN INSTITUCIONAL DE LA SECRETARÍA GENERAL DEL ITP ";S/.
2020;S;00009;2020-01-07 00:00:00.000;0307;0114;1127;SERVICIO DE UN PROFESIONAL ESPECIALIZADO EN COMUNICACIÓN PARA LA UNIDAD FUNCIONAL DE COMUNICACIONES E IMAGEN INSTITUCIONAL DE LA SECRETARÍA GENERAL DEL ITP;S/.
2020;S;00015;2020-01-07 00:00:00.000;3042;0109;1136;SERVICIO DE LEGALIZACION DE HOJAS BLANCAS SUELTAS PARA IMPRESION DEL LIBRO MAYOR PARA EL ITP;S/.
2020;S;00016;2020-01-07 00:00:00.000;0500;0048;1180;CONTRATACIÓN DEL SERVICIO DE GESTIÓN DE TRÁMITES Y LICENCIAS DEL SANEAMIENTO FÍSICO LEGAL DE LA CARTERA DE PROYECTOS DE INVERSIÓN ASIGNADA A LA DIRECCIÓN DE OPERACIONES.;S/.
2020;S;00017;2020-01-07 00:00:00.000;3040;0095;1140;CONTRATACION DEL SERVICIO ESPECIALIZADO EN MATERIA LEGAL PARA LA OFICINA DE ADMINISTRACION.;S/.
2020;S;00018;2020-01-07 00:00:00.000;3040;0095;1140;CONTRATACION DEL SERVICIO ESPECIALIZADO EN GESTION DE PROCESOS ADMINISTRATIVOS.;S/.
2020;S;00019;2020-01-07 00:00:00.000;0614;0082;1001;SERVICIO DE ALQUILER DE OFICINAS PARA EL CITE PESQUERO ILO;S/.
2020;S;00020;2020-01-07 00:00:00.000;0500;0048;1177;"CONTRATACIÓN DEL SERVICIO ESPECIALIZADO EN INGENIERÍA ELÉCTRICA PARA ANÁLISIS Y EVALUACIÓN DE LOS ESTUDIOS Y EXPEDIENTES ELABORADOS EN LA DIRECCIÓN DE OPERACIONES ";S/.
2020;S;00021;2020-01-07 00:00:00.000;0618;0042;1007;"SERVICIO DE CONTRATACIÓN DE ASISTENTE EN DISEÑO  DE PLANTAS  AGROINDUSTRIALES. ";S/.
2020;S;00022;2020-01-07 00:00:00.000;0614;0057;1011;SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL CITE PESQUERO ILO;S/.
2020;S;00023;2020-01-07 00:00:00.000;0618;0042;1011;SERVICIO DE TELÉFONO, INTERNET Y CABLE PARA LA OFICINA ADMINISTRATIVA DEL CITE AGROINDUSTRIAL HUALLAGA;S/.
2020;S;00024;2020-01-07 00:00:00.000;0500;0107;1181;"CONTRATACIÓN DEL SERVICIO DE UN ESPECIALISTA EN SISTEMAS DE DISTRIBUCIÓN Y TRANSMISIÓN ELÉCTRICA PARA LA DIRECCIÓN DE OPERACIONES. ";S/.
2020;S;00025;2020-01-07 00:00:00.000;0614;0057;1011;SERVICIO DE  TELEFONIA FIJA;S/.
2020;S;00026;2020-01-07 00:00:00.000;0614;0057;1011;SERVICIO DE MANTENIMIENTO PREVENTIVO DE LA CAMIONETA ASIGNADA AL CITE PESQUERO ILO;S/.
2020;S;00028;2020-01-07 00:00:00.000;0611;0067;1005;"RENOVACION DEL SEGURO OBLIGATORIO DE ACCIDENTES DE TRANSITO - SOAT ";S/.
2020;S;00029;2020-01-07 00:00:00.000;0611;0067;1005;SERVICIO DE APOYO DE LIMPIEZA;S/.
2020;S;00030;2020-01-07 00:00:00.000;0611;0067;1005;SERVICIO ESPECIALIZADO EN INDUSTRIAS ALIMENTARIAS;S/.
2020;S;00031;2020-01-07 00:00:00.000;0618;0042;1011;SERVICIO DE APOYO EN LIMPIEZA DE LOCAL EN LAS INSTALACIONES DE CITEAGROINDUSTRIAL HUALLAGA;S/.
2020;S;00032;2020-01-07 00:00:00.000;0618;0042;1011;SERVICIOS DE CONTRATACION A CHOFER DEL CITEAGROINDUSTRIAL HUALLAGA;S/.
2020;S;00033;2020-01-07 00:00:00.000;0500;0107;1181;"CONTRATACIÓN DEL SERVICIO ESPECIALIZADO EN INGENIERÍA SANITARIA PARA EL MONITOREO, SEGUIMIENTO Y ASISTENCIA TÉCNICA EN LA ELABORACIÓN DE ESTUDIOS Y EXPEDIENTES DE LA CARTERA DE PROYECTOS DE INVERSIÓN ";S/.
2020;S;00034;2020-01-07 00:00:00.000;3044;0095;1142;CONTRATACION DEL SERVICIO DE MONITOREO, SEGUIMIENTO Y COORDINACION SOBRE LOS PROCEDIMIENTOS DE SELECCION RELACIONADOS A LAS CONTRATACIONES DEL ESTADO PARA ATENDER LOS REQUIERIMIENTOS DE LOS CITES, PROYECTOS DE INVERSION PUBLICA Y SEDE CENTRAL DEL ITP.;S/.
2020;S;00035;2020-01-07 00:00:00.000;3044;0095;1142;CONTRATACION DEL SERVICIO ESPECIALIZADO PARA ATENDER LOS REQUERIMIENTOS DE PROYECTOS DE INVERSION PUBLICA EN EL MARCO DE LA NORMATIVIDAD DE CONTRATACIONES DEL ESTADO;S/.
