2020;S;0000013;2020-01-09 00:00:00.000;3745;00009;SERVICIO DE UN PROFESIONAL ESPECIALIZADO EN COMUNICACIÓN PARA LA UNIDAD FUNCIONAL DE COMUNICACIONES E IMAGEN INSTITUCIONAL;18.00;S/.;20000.00
2020;S;0000001;2020-01-07 00:00:00.000;6113;00002;SERVICIO DE ALQUILER DE SALÓN Y ALIMENTACIÓN PARA REALIZAR REUNIÓN DE TRABAJO BALANCE 2019;18.00;S/.;3000.00
2020;S;0000002;2020-01-08 00:00:00.000;5029;00018;CONTRATACION DEL SERVICIO ESPECIALIZADO EN GESTION DE PROCESOS ADMINISTRATIVOS.;18.00;S/.;30000.00
2020;S;0000014;2020-01-10 00:00:00.000;6020;00197;CONTRATACION DE SERVICIO  ESPECIALIZADO EN TESORERIA PARA LA OFICINA DE ADMINISTRACION DEL ITP.;18.00;S/.;8400.00
2020;S;0000016;2020-01-10 00:00:00.000;5612;00004;CONTRATACION DE SERVICIO DE SEGUIMIENTO Y MONITOREO DE ACTIVIDADES DE GESTION Y/O ADMINISTRATIVAS EN LA SECRETARIA GENERAL.;18.00;S/.;28000.00
2020;S;0000010;2020-01-09 00:00:00.000;5783;00017;CONTRATACION DEL SERVICIO ESPECIALIZADO EN MATERIA LEGAL PARA LA OFICINA DE ADMINISTRACION.;18.00;S/.;30000.00
2020;S;0000023;2020-01-13 00:00:00.000;5369;00090;CONTRATACION DE SERVICIO ESPECIALIZADO EN CONTABILIDAD PARA  INTEGRACION CONTABLE.;18.00;S/.;24000.00
2020;S;0000022;2020-01-13 00:00:00.000;5811;00082;CONTRATACION DEL SERVICIO ESPECIALIZADO EN CONTABILIDAD.;18.00;S/.;18000.00
2020;S;0000025;2020-01-14 00:00:00.000;4057;00051;SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL CITEAGROINDUSTRIAL U.T HUAURA;18.00;S/.;8789.82
2020;S;0000052;2020-01-14 00:00:00.000;4202;00087;SERVICIOS DE APOYO ADMINISTRATIVO, PROCESO DE RECEPCION DE DOCUMENTOS PARA MESA DE PARTES DEL ITP;18.00;S/.;9000.00
2020;S;0000053;2020-01-14 00:00:00.000;3463;00116;SOLICITUD DE CONTRATACIÓN DEL SERVICIO DE EVALUACIÓN DE CAMPO;18.00;S/.;7500.00
2020;S;0000054;2020-01-14 00:00:00.000;5457;00045;Servicio en asistencia técnica, capacitación y monitoreo para los agentes de la pesca artesanal;18.00;S/.;12500.00
2020;S;0000055;2020-01-14 00:00:00.000;5431;00047;SERVICIO EN ASISTENCIA TÉCNICA, CAPACITACIÓN Y MONITOREO PARA LOS AGENTES DE LA PESCA ARTESANAL PARA LA DIDITT;18.00;S/.;12500.00
2020;S;0000056;2020-01-14 00:00:00.000;3405;00058;CONTRATACIÓN DEL SERVICIO DE COORDINACIÓN EN USO DE TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACION;18.00;S/.;10500.00
2020;S;0000057;2020-01-14 00:00:00.000;4467;00114;CONTRATACIÓN DEL SERVICIO DE MONITOREO DE ACTIVIDADES DE MANTENIMIENTO DE INFRAESTRUCTURA;18.00;S/.;6000.00
2020;S;0000058;2020-01-14 00:00:00.000;5136;00109;CONTRATACIÓN DEL SERVICIO DE PROCESAMIENTO DE MUESTRAS BIOLÓGICAS;18.00;S/.;7500.00
2020;S;0000017;2020-01-13 00:00:00.000;1829;00340;SERVICIO DE PASAJES AÉREOS NACIONALES;18.00;S/.;1736.42
2020;S;0000059;2020-01-14 00:00:00.000;6059;00265;SERVICIO PROFESIONAL DE APOYO EN LA ELABORACIÓN DE LA FORMALIZACIÓN DE MODIFICACIONES PRESUPUES;18.00;S/.;15600.00
2020;S;0000060;2020-01-14 00:00:00.000;2841;00199;SERVICIO ESPECIALIZADO EN LA FORMULACIÓN, EVALUACIÓN Y SEGUIMIENTO DE LOS INSTRUMENTOS DE GESTI;18.00;S/.;24000.00
